activity_id,activity_name,wbs_code,planned_start,planned_finish,actual_start,actual_finish,duration_planned,duration_actual,progress_percent,status
E-SUB-B02-3RD-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.3rdF,26-Jan-26,15-Feb-26,20-May-26,14-Jun-26,18,0,0%,
E-SUB-B01-4TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.4thF,26-Jan-26,15-Feb-26,20-May-26,14-Jun-26,18,0,0%,
E-APP-B01-3ED-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.3rdF,26-Jan-26,5-Feb-26,1-Feb-26,7-Feb-26,18,0,0%,
E-APP-B03-3RD-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.3rdF,26-Jan-26,5-Feb-26,1-Feb-26,25-Mar-26,18,0,0%,
CON-B03-FOOT-1120,Soil Backfilling (B03) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.F,27-Jan-26,31-Jan-26,8-Jul-26,12-Jul-26,18,0,0%,
CON-B02-BAS02-1040,Shuttering for Slabs & Beams (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,27-Jan-26,4-Feb-26,5-May-26,24-May-26,18,0,0%,
CON-B03-BAS02-1020,"Shuttering for Walls, Col. & Cores (B03) (Bas 02)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB,27-Jan-26,9-Feb-26,7-Mar-26,11-Mar-26,2,0,0%,
E-SUB-B03-4TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.4thF,27-Jan-26,16-Feb-26,17-May-26,10-Jun-26,2,0,0%,
AB-SUB-B02-BAS2-1000,Submittal for Col. & Walls Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUB.2ndB,27-Jan-26,16-Feb-26,17-May-26,10-Jun-26,2,0,0%,
AB-SUB-B03-FOOT-1030,Submittal for  Waterproofing Layout Plan DWGs As-Built Drawing (B03),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.F,27-Jan-26,16-Feb-26,8-Jul-26,29-Jul-26,3,0,0%,
E-SUB-B04-3RD-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.3rdF,28-Jan-26,17-Feb-26,1-Feb-26,21-Feb-26,1,0,0%,
E-SUB-B01-5TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.5thF,28-Jan-26,17-Feb-26,1-Nov-25,15-Nov-25,18,0,0%,
E-APP-B02-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B02) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.2ndF,28-Jan-26,8-Feb-26,15-Jun-26,25-Jun-26,2,0,0%,
E-APP-B04-1ST-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (1st),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.1stF,28-Jan-26,8-Feb-26,15-Jun-26,25-Jun-26,2,0,0%,
AB-SUB-B04-FOOT-1020,Submittal for RC Raft & Footings RFT DWGs As-Built Drawing (B04) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.F,28-Jan-26,17-Feb-26,19-May-26,14-Jun-26,2,0,0%,
CON-B04-FOOT-1090,Pouring Columns & Walls Below SOG (B01) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,28-Jan-26,28-Jan-26,18-May-26,19-May-26,3,0,0%,
CON-B04-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,29-Jan-26,31-Jan-26,19-May-26,22-May-26,18,0,0%,
CON-B02-BAS02-1050,Shuttering for Stairs (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,29-Jan-26,4-Feb-26,17-May-26,23-May-26,18,0,0%,
CON-B02-BAS02-1060,RFT for Slabs & Beams (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,29-Jan-26,9-Feb-26,17-May-26,1-Jun-26,7,0,0%,
E-SUB-B02-4TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.4thF,29-Jan-26,18-Feb-26,25-Oct-25,13-Nov-25,15,0,0%,
E-APP-B01-3ED-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.3rdF,29-Jan-26,9-Feb-26,11-Jun-26,22-Jun-26,6,0,0%,
E-APP-B03-3RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.3rdF,29-Jan-26,9-Feb-26,11-Jun-26,22-Jun-26,18,0,0%,
E-SUB-B03-SOG-1000,Submittal for S.O.G Conc. Dim. DWGs (B03) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.2ndB.1,29-Jan-26,18-Feb-26,17-May-26,10-Jun-26,18,0,0%,
E-SUB-B03-4TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.4thF,31-Jan-26,19-Feb-26,20-May-26,14-Jun-26,18,0,0%,
CON-B04-FOOT-1110,Bitumen Ins. for RC Raft & Footings (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,1-Feb-26,3-Feb-26,5-Jul-26,7-Jul-26,18,0,0%,
CON-B01-BAS02-1100,Pouring for Stairs (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB,1-Feb-26,2-Feb-26,29-Jun-26,2-Jul-26,18,0,0%,
CON-B02-BAS02-1070,RFT for Stairs  (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,1-Feb-26,7-Feb-26,19-May-26,25-May-26,18,0,0%,
E-SUB-B04-3RD-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.3rdF,1-Feb-26,21-Feb-26,17-May-26,10-Jun-26,18,0,0%,
E-SUB-B01-5TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.5thF,1-Feb-26,21-Feb-26,17-May-26,10-Jun-26,18,0,0%,
E-APP-B04-2ND-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,1-Feb-26,11-Feb-26,1-Feb-26,12-Feb-26,18,0,0%,
CON-B04-BAS02-1000,"Scaffolding works for Walls, Col. & Cores (B04) (Bas 02)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3,1-Feb-26,8-Feb-26,23-May-26,3-Jun-26,18,0,0%,
CON-B04-BAS02-1010,"RFT for Walls, Col. & Cores (B04) (Bas 02)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3,1-Feb-26,11-Feb-26,23-May-26,7-Jun-26,18,0,0%,
AB-APP-B03-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. DWGs  (B03) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.1,1-Feb-26,14-Feb-26,4-Jun-26,17-Jun-26,18,0,0%,
E-SUB-B02-4TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B02) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.4thF,2-Feb-26,22-Feb-26,19-Oct-25,8-Nov-25,18,0,0%,
E-APP-B01-3ED-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.3rdF,2-Feb-26,12-Feb-26,15-Jun-26,25-Jun-26,18,0,0%,
E-APP-B03-3RD-1030,Approval for Slabs Conc. Dim.  & RFT DWGs  (B03) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.3rdF,2-Feb-26,12-Feb-26,15-Jun-26,25-Jun-26,18,0,0%,
E-SUB-B03-SOG-1010,Submittal for S.O.G RFT DWGs (B03) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUB.2ndB.1,2-Feb-26,22-Feb-26,20-May-26,14-Jun-26,18,0,0%,
E-SUB-B01-6TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.6thF,3-Feb-26,23-Feb-26,1-Feb-26,3-Feb-26,18,0,0%,
E-SUB-B03-RF-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B03) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.RF,3-Feb-26,23-Feb-26,1-Jan-26,10-Feb-26,18,0,0%,
CON-B01-BAS02-1110,Pouring for  Ramps (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB,3-Feb-26,4-Feb-26,2-Jul-26,5-Jul-26,18,0,0%,
AB-SUB-B01-BAS2-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.2ndB,3-Feb-26,23-Feb-26,2-Jul-26,25-Jul-26,18,0,0%,
AB-APP-B01-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB,3-Feb-26,16-Feb-26,2-Jul-26,16-Jul-26,18,0,0%,
AB-APP-B03-FOOT-1020,Approval for RC Raft & Footings RFT DWGs As-Built Drawing  (B03) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.1,3-Feb-26,16-Feb-26,4-Jun-26,17-Jun-26,18,0,0%,
CON-B04-FOOT-1120,Soil Backfilling (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,4-Feb-26,7-Feb-26,8-Jul-26,11-Jul-26,18,0,0%,
CON-B01-BAS02-1130,Pouring for Slabs & Beams (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB,4-Feb-26,5-Feb-26,4-Jul-26,6-Jul-26,18,0,0%,
E-SUB-B04-3RD-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.3rdF,4-Feb-26,24-Feb-26,20-May-26,14-Jun-26,18,0,0%,
E-SUB-B01-5TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.5thF,4-Feb-26,24-Feb-26,20-May-26,14-Jun-26,18,0,0%,
E-APP-B04-2ND-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,4-Feb-26,15-Feb-26,8-Feb-26,18-Feb-26,18,0,0%,
AB-SUB-B04-FOOT-1030,Submittal for  Waterproofing Layout Plan DWGs As-Built Drawing (B04),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.F,4-Feb-26,24-Feb-26,8-Jul-26,29-Jul-26,18,0,0%,
E-SUB-B02-4TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B02) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.4thF,5-Feb-26,25-Feb-26,17-May-26,10-Jun-26,18,0,0%,
E-APP-B02-3RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B02) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.3rdF,5-Feb-26,16-Feb-26,1-Feb-26,9-Feb-26,18,0,0%,
E-APP-B01-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.4thF,5-Feb-26,16-Feb-26,1-Feb-26,11-Feb-26,18,0,0%,
AB-SUB-B01-BAS2-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.2ndB,5-Feb-26,25-Feb-26,5-Jul-26,27-Jul-26,18,0,0%,
123456,Curing for Ramps & Stairs (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB,5-Feb-26,7-Feb-26,5-Jul-26,8-Jul-26,18,0,0%,
CON-B01-BAS02-1120,"Curing for Slabs, Beams, Ramps & Stairs (B01) (Bas 02)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB,6-Feb-26,8-Feb-26,6-Jul-26,9-Jul-26,6,0,0%,
E-SUB-B01-6TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.6thF,7-Feb-26,26-Feb-26,1-Nov-25,15-Nov-25,2,0,0%,
E-SUB-B03-RF-1010,Submittal for Beams Conc. Dim.  & RFT DWGs (B03) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.RF,7-Feb-26,26-Feb-26,17-May-26,10-Jun-26,7,0,0%,
AB-SUB-B01-BAS2-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.2ndB,7-Feb-26,26-Feb-26,6-Jul-26,28-Jul-26,10,0,0%,
AB-SUB-B01-BAS2-1040,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUB.2ndB,7-Feb-26,26-Feb-26,6-Jul-26,28-Jul-26,15,0,0%,
CON-B04-WT-1200,Insulation for Outer Side (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,8-Feb-26,12-Feb-26,10-Jun-26,15-Jun-26,10,0,0%,
CON-B02-BAS02-1080,Pouring for Stairs  (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,8-Feb-26,9-Feb-26,26-May-26,1-Jun-26,2,0,0%,
E-SUB-B04-4TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.4thF,8-Feb-26,28-Feb-26,1-Jan-26,10-Feb-26,1,0,0%,
E-APP-B04-2ND-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,8-Feb-26,18-Feb-26,11-Jun-26,22-Jun-26,10,0,0%,
CON-B04-BAS02-1020,"Shuttering for Walls, Col. & Cores (B04) (Bas 02)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3,8-Feb-26,18-Feb-26,3-Jun-26,14-Jun-26,5,0,0%,
AB-SUB-B02-BAS2-1010,Submittal for Stairs Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUB.2ndB,8-Feb-26,28-Feb-26,26-May-26,20-Jun-26,10,0,0%,
AB-APP-B04-FOOT-1010,Approval for RC Raft & Footings Conc. Dim. Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.F,8-Feb-26,21-Feb-26,7-Jun-26,21-Jun-26,18,0,0%,
CON-B01-BAS01-1000,"Scaffolding works for Walls, Col. & Cores (B01) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.1stB,9-Feb-26,16-Feb-26,9-Jul-26,18-Jul-26,8,0,0%,
CON-B01-BAS01-1010,"RFT for Walls, Col. & Cores (B01) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.1stB,9-Feb-26,22-Feb-26,9-Jul-26,25-Jul-26,2,0,0%,
E-SUB-B02-4TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B02) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B02.SUP.4thF,9-Feb-26,1-Mar-26,20-May-26,14-Jun-26,18,0,0%,
E-APP-B02-3RD-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B02) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.3rdF,9-Feb-26,19-Feb-26,1-Feb-26,15-Feb-26,12,0,0%,
E-APP-B01-4TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B01) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.4thF,9-Feb-26,19-Feb-26,1-Feb-26,7-Feb-26,12,0,0%,
CON-B02-BAS02-1100,Pouring for Slabs & Beams (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,10-Feb-26,11-Feb-26,2-Jun-26,3-Jun-26,12,0,0%,
CON-B02-BAS02-1090,"Curing for Slabs, Beams & Stairs (B02) (Bas 02)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB,10-Feb-26,14-Feb-26,2-Jun-26,6-Jun-26,12,0,0%,
CON-B03-BAS02-1030,"Pouring for Walls, Col. & Cores (B03) (Bas 02)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB,10-Feb-26,11-Feb-26,17-Mar-26,17-Mar-26,12,0,0%,
E-SUB-B01-6TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B01) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.6thF,10-Feb-26,2-Mar-26,17-May-26,10-Jun-26,12,0,0%,
E-SUB-B03-RF-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs (B03) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B03.SUP.RF,10-Feb-26,2-Mar-26,20-May-26,14-Jun-26,12,0,0%,
E-APP-B03-4TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs  (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.4thF,10-Feb-26,21-Feb-26,7-Jan-26,12-Feb-26,12,0,0%,
AB-APP-B02-BAS2-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUB.2ndB,10-Feb-26,23-Feb-26,4-Jun-26,17-Jun-26,12,0,0%,
AB-APP-B03-FOOT-1030,Approval for  Waterproofing Layout Plan  DWGs As-Built Drawing(B03),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.1,10-Feb-26,23-Feb-26,22-Jul-26,5-Aug-26,12,0,0%,
E-SUB-B04-4TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.4thF,11-Feb-26,3-Mar-26,1-Feb-26,21-Feb-26,12,0,0%,
E-APP-B04-2ND-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (2nd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.2ndF,11-Feb-26,22-Feb-26,15-Jun-26,25-Jun-26,12,0,0%,
AB-APP-B04-FOOT-1020,Approval for RC Raft & Footings RFT Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (footing),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.F,11-Feb-26,24-Feb-26,7-Jun-26,21-Jun-26,12,0,0%,
CON-B03-BAS02-1040,Shuttering for Slabs & Beams (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB,12-Feb-26,21-Feb-26,24-May-26,7-Jun-26,12,0,0%,
CON-B01-BAS01-1020,"Shuttering for Walls, Col. & Cores (B01) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.1stB,12-Feb-26,25-Feb-26,13-Jul-26,28-Jul-26,12,0,0%,
E-APP-B02-3RD-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B02) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.3rdF,12-Feb-26,23-Feb-26,11-Jun-26,22-Jun-26,12,0,0%,
E-APP-B01-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.4thF,12-Feb-26,23-Feb-26,11-Jun-26,22-Jun-26,12,0,0%,
AB-SUB-B03-BAS2-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.2ndB,12-Feb-26,4-Mar-26,17-May-26,10-Jun-26,12,0,0%,
AB-SUB-B04-BAS2-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.2ndB,12-Feb-26,4-Mar-26,8-Jun-26,28-Jun-26,12,0,0%,
AB-SUB-B02-BAS2-1020,Submittal for Slabs Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUB.2ndB,12-Feb-26,4-Mar-26,4-Jun-26,24-Jun-26,2,0,0%,
AB-SUB-B02-BAS2-1030,Submittal for Beams Conc. Dim.& RFT DWGs As-Built Drawing (B02) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUB.2ndB,12-Feb-26,4-Mar-26,4-Jun-26,24-Jun-26,6,0,0%,
E-SUB-B01-6TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B01) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.6thF,14-Feb-26,5-Mar-26,20-May-26,14-Jun-26,10,0,0%,
E-SUB-B01-7TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.7thF,14-Feb-26,5-Mar-26,1-Feb-26,3-Feb-26,18,0,0%,
E-APP-B03-4TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs  (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.4thF,14-Feb-26,24-Feb-26,1-Feb-26,25-Mar-26,18,0,0%,
CON-B04-WT-1210,Backfilling works (B04) (Water Tank),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.2,14-Feb-26,16-Feb-26,16-Jun-26,18-Jun-26,12,0,0%,
CON-B03-BAS02-1050,Shuttering for Stairs (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB,15-Feb-26,21-Feb-26,26-May-26,7-Jun-26,12,0,0%,
CON-B03-BAS02-1060,RFT for Slabs & Beams (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB,15-Feb-26,25-Feb-26,2-Jun-26,13-Jun-26,6,0,0%,
CON-B02-BAS01-1000,"Scaffolding works for Walls, Col. & Cores (B02) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.1stB,15-Feb-26,22-Feb-26,7-Jun-26,14-Jun-26,5,0,0%,
CON-B02-BAS01-1010,"RFT for Walls, Col. & Cores (B02) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.1stB,15-Feb-26,28-Feb-26,7-Jun-26,20-Jun-26,5,0,0%,
E-SUB-B04-4TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.4thF,15-Feb-26,7-Mar-26,17-May-26,10-Jun-26,10,0,0%,
E-APP-B01-5TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.5thF,15-Feb-26,25-Feb-26,1-Feb-26,11-Feb-26,10,0,0%,
E-APP-B04-2RD-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.3rdF,15-Feb-26,25-Feb-26,1-Feb-26,12-Feb-26,10,0,0%,
E-APP-B02-3RD-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B02) (3rd),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUP.3rdF,16-Feb-26,26-Feb-26,15-Jun-26,25-Jun-26,10,0,0%,
E-APP-B01-4TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.4thF,16-Feb-26,26-Feb-26,15-Jun-26,25-Jun-26,10,0,0%,
CON-B03-BAS02-1070,RFT for Stairs  (B03) (Bas 02),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB,17-Feb-26,23-Feb-26,2-Jun-26,9-Jun-26,10,0,0%,
CON-B02-BAS01-1020,"Shuttering for Walls, Col. & Cores (B02) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.1stB,17-Feb-26,2-Mar-26,9-Jun-26,22-Jun-26,10,0,0%,
E-SUB-B01-7TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B01) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P02.B01.SUP.7thF,17-Feb-26,9-Mar-26,1-Nov-25,15-Nov-25,10,0,0%,
E-APP-B03-4TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs  (B03) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B03.SUP.4thF,17-Feb-26,28-Feb-26,11-Jun-26,22-Jun-26,10,0,0%,
AB-APP-B01-BAS2-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 02),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.2ndB,17-Feb-26,2-Mar-26,16-Jul-26,1-Aug-26,10,0,0%,
E-SUB-B04-4TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (4th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.4thF,18-Feb-26,10-Mar-26,20-May-26,14-Jun-26,10,0,0%,
